vmID,Read_Iops,Write_Iops,Read_Latency,Write_Latency,Memory,CPU_Cores,Location,B&R_Location,Cloud_%,OnPrem_%,Reliability_%,Cost_$,Policy_Num
VM-31,119,123,75,119,6144,39,Missouri,Montana,73,27,77,41944,4
VM-33,61,114,128,130,4096,42,New Hampshire,Arkansas,46,54,100,49472,4
VM-39,51,119,159,156,4096,40,Minnesota,New Hampshire,72,28,73,46682,4
VM-39,121,79,107,77,5120,33,North Carolina,Alaska,22,78,83,44183,4
VM-32,122,59,134,154,5120,45,Ohio,Wisconsin,37,63,72,49655,4
VM-31,65,97,120,118,6144,37,Maryland,Florida,32,68,95,49042,4
VM-39,68,116,133,163,4096,42,Florida,Iowa,62,38,74,47800,4
VM-31,123,73,89,153,5120,39,Mississippi,Kansas,81,19,100,40083,4
VM-34,87,59,169,88,6144,33,New York,Montana,21,79,98,46540,4
VM-36,56,56,134,166,4096,39,Alabama,South Carolina,9,91,88,42820,4
VM-31,51,124,78,90,5120,39,Kentucky,Nevada,10,90,95,44443,4
VM-40,61,114,124,118,6144,42,Kentucky,Rhode Island,65,35,72,43084,4
VM-35,61,118,163,163,4096,32,Nevada,Kentucky,6,94,81,41687,4
VM-31,89,79,128,161,5120,39,Georgia,Rhode Island,50,50,75,45998,4
VM-39,90,89,124,118,4096,40,Vermont,Colorado,93,7,86,42018,4
VM-36,122,99,157,171,6144,43,Iowa,New Jersey,59,41,78,42690,4
VM-32,107,122,153,92,5120,41,Pennsylvania,Maryland,98,2,76,43332,4
VM-39,115,112,165,90,6144,42,Oklahoma,Texas,73,27,74,40128,4
VM-36,110,95,124,136,4096,39,Alabama,Hawaii,77,23,97,40804,4
VM-38,71,70,113,152,4096,32,North Dakota,North Dakota,53,47,75,48156,4
VM-39,57,105,136,168,5120,36,Washington,Iowa,88,12,71,44388,4
VM-40,113,122,116,82,4096,42,Pennsylvania,New York,61,39,93,40435,4
VM-39,107,96,142,100,5120,42,Minnesota,Kansas,71,29,83,49017,4
VM-32,102,113,168,99,5120,34,Illinois,North Dakota,42,58,91,40142,4
VM-34,65,97,92,150,4096,34,South Dakota,Illinois,9,91,89,47919,4
VM-37,56,64,157,147,4096,34,Connecticut,North Dakota,24,76,79,40199,4
VM-40,111,87,160,157,4096,33,Texas,Illinois,51,49,98,46282,4
VM-39,82,65,155,99,4096,32,Colorado,New Hampshire,90,10,87,49667,4
VM-36,90,110,158,141,6144,34,Idaho,Idaho,80,20,70,44361,4
VM-37,96,112,80,163,4096,38,New Jersey,Kentucky,6,94,71,48447,4
VM-39,123,84,86,106,6144,33,Virginia,Maine,48,52,82,43027,4
VM-35,118,87,89,85,4096,31,New Jersey,Nebraska,53,47,74,44927,4
VM-36,89,121,152,172,6144,44,Maryland,California,77,23,99,43619,4
VM-40,54,51,129,118,4096,43,Oklahoma,Nebraska,55,45,85,40087,4
VM-38,57,123,150,118,4096,42,Nevada,Nebraska,49,51,77,45630,4
VM-32,56,115,142,145,4096,32,Georgia,Wisconsin,19,81,78,43698,4
VM-32,91,54,107,167,6144,34,Massachusetts,Indiana,20,80,91,41199,4
VM-38,109,120,122,104,6144,43,North Carolina,Mississippi,60,40,92,40073,4
VM-32,79,84,149,164,4096,41,Missouri,Georgia,17,83,82,43567,4
VM-35,83,52,125,100,6144,35,Wisconsin,Rhode Island,57,43,84,45684,4
VM-31,75,75,107,79,6144,36,Louisiana,New Jersey,92,8,86,43200,4
VM-36,74,90,108,159,4096,45,Maryland,South Dakota,10,90,97,45784,4
VM-32,84,60,96,127,4096,36,Texas,Wisconsin,34,66,89,43733,4
VM-37,77,90,173,168,4096,43,Oklahoma,Colorado,64,36,92,42834,4
VM-33,63,51,110,83,4096,43,Ohio,Idaho,83,17,75,40424,4
VM-35,94,50,121,94,4096,36,Utah,New Hampshire,31,69,94,42817,4
VM-34,65,113,141,81,4096,35,Kansas,Oregon,11,89,100,46201,4
VM-33,112,69,91,115,5120,42,Ohio,South Carolina,37,63,91,49996,4
VM-39,84,116,171,163,6144,32,Kentucky,West Virginia,16,84,100,45437,4
VM-40,50,105,172,170,5120,33,Arkansas,New Jersey,97,3,71,45658,4
VM-31,87,113,92,103,5120,31,Wisconsin,Montana,81,19,71,42104,4
VM-35,74,110,77,139,4096,45,Idaho,Oklahoma,14,86,92,41607,4
VM-36,89,117,124,127,5120,44,Montana,New Mexico,8,92,79,44235,4
VM-37,63,59,96,125,5120,34,Mississippi,Michigan,93,7,86,40749,4
VM-34,94,114,151,104,4096,44,Idaho,Louisiana,99,1,94,44685,4
VM-37,88,125,116,141,6144,45,Nevada,Oklahoma,8,92,92,46159,4
VM-39,63,99,114,108,4096,38,Vermont,New Hampshire,97,3,98,48981,4
VM-37,64,88,139,151,6144,30,Michigan,Washington,30,70,70,43043,4
VM-37,65,102,168,111,6144,38,South Carolina,Oklahoma,71,29,99,43271,4
VM-32,69,111,171,164,6144,41,Nebraska,Missouri,88,12,91,42960,4
VM-35,74,113,81,108,5120,33,Arkansas,New York,78,22,79,49015,4
VM-32,110,121,125,172,5120,40,Wisconsin,Missouri,67,33,84,45445,4
VM-34,77,80,174,136,5120,39,Pennsylvania,Kentucky,59,41,72,42005,4
VM-40,111,62,160,136,6144,42,South Carolina,Tennessee,11,89,72,47891,4
VM-38,96,103,169,169,4096,44,Michigan,Missouri,6,94,77,47585,4
VM-34,81,112,87,158,4096,33,Iowa,Utah,97,3,89,47378,4
VM-35,105,68,149,168,4096,41,Georgia,New York,75,25,90,48846,4
VM-33,62,59,75,123,5120,35,Connecticut,North Dakota,45,55,93,46632,4
VM-32,92,76,152,77,5120,44,Vermont,Virginia,1,99,89,48899,4
VM-37,72,113,85,153,4096,32,South Carolina,Wisconsin,14,86,77,45466,4
VM-39,102,103,154,89,4096,32,Hawaii,Florida,72,28,98,41709,4
VM-40,87,122,138,138,4096,41,Massachusetts,Texas,86,14,86,41043,4
VM-38,114,97,94,132,6144,43,Virginia,Rhode Island,21,79,97,45928,4
VM-37,106,53,147,116,5120,34,Pennsylvania,Oregon,67,33,96,42879,4
VM-36,50,103,135,115,6144,40,Michigan,Virginia,90,10,83,44217,4
VM-36,120,56,143,123,5120,45,Illinois,New Jersey,31,69,83,45244,4
VM-38,78,125,164,96,4096,36,Montana,Vermont,9,91,82,42108,4
VM-40,87,88,82,169,6144,43,Nevada,Kansas,3,97,94,41124,4
VM-32,76,112,130,158,4096,41,Colorado,Illinois,55,45,91,41504,4
VM-38,55,84,168,142,5120,41,Louisiana,South Carolina,56,44,80,47170,4
VM-35,109,50,91,174,5120,35,Louisiana,Kansas,1,99,97,44807,4
VM-40,76,115,85,170,4096,33,Louisiana,Hawaii,70,30,99,48492,4
VM-32,72,64,114,136,4096,45,South Carolina,Minnesota,49,51,75,47070,4
VM-39,80,75,90,139,5120,36,Georgia,Minnesota,59,41,82,49019,4
VM-39,64,90,122,101,6144,30,Rhode Island,Texas,57,43,72,44003,4
VM-35,65,81,130,90,5120,44,Delaware,Montana,26,74,91,41954,4
VM-39,97,66,155,113,6144,44,Washington,South Dakota,12,88,73,43443,4
VM-38,107,124,138,130,4096,30,Arizona,New York,81,19,82,47338,4
VM-31,100,53,171,136,6144,38,Montana,Kansas,45,55,86,42201,4
VM-40,89,101,117,163,6144,36,Oklahoma,Mississippi,92,8,77,43738,4
VM-36,58,55,138,119,6144,35,Delaware,Mississippi,60,40,100,40360,4
VM-36,71,95,120,168,4096,36,Alaska,Hawaii,99,1,72,42019,4
VM-39,109,73,92,168,5120,38,Nebraska,Arizona,87,13,98,48164,4
VM-40,120,52,153,124,6144,44,Kansas,Alaska,58,42,74,43607,4
VM-32,122,92,126,84,6144,36,Tennessee,California,36,64,97,48736,4
VM-39,113,65,152,135,5120,35,Minnesota,Pennsylvania,21,79,78,45180,4
VM-34,73,98,132,158,4096,38,North Carolina,Illinois,15,85,82,45486,4
VM-37,117,105,86,167,5120,43,Vermont,Oregon,68,32,93,45004,4
VM-37,116,75,88,146,6144,45,Wyoming,Mississippi,18,82,73,48499,4
VM-36,124,125,175,136,5120,30,Vermont,California,50,50,84,44534,4
VM-37,54,105,99,159,6144,41,Wisconsin,Ohio,53,47,84,46051,4
VM-32,56,119,174,85,4096,32,New Jersey,Wyoming,26,74,100,49556,4
VM-35,65,95,174,84,5120,43,Maine,Alabama,61,39,100,42377,4
VM-33,67,56,132,75,4096,31,Alabama,Nevada,9,91,96,46536,4
VM-34,74,61,127,158,4096,44,South Dakota,Oklahoma,52,48,91,40407,4
VM-36,68,114,80,111,4096,36,Arizona,New Hampshire,50,50,92,47040,4
VM-35,79,56,97,89,5120,42,Illinois,Ohio,51,49,94,43318,4
VM-33,105,51,136,97,6144,31,Colorado,New Mexico,5,95,86,49687,4
VM-31,118,96,98,101,4096,36,Washington,Utah,69,31,100,43960,4
VM-34,82,105,108,115,5120,43,Nevada,Pennsylvania,87,13,89,43860,4
VM-32,100,92,175,81,6144,37,Delaware,Tennessee,57,43,98,45561,4
VM-37,61,114,122,122,4096,38,Arkansas,South Dakota,77,23,87,46748,4
VM-35,86,57,167,156,6144,39,Delaware,Kentucky,81,19,92,48247,4
VM-34,121,91,75,175,4096,34,South Carolina,Michigan,36,64,73,43457,4
VM-35,55,53,93,104,6144,32,South Carolina,Tennessee,84,16,96,41184,4
VM-39,76,73,132,135,5120,42,North Dakota,Washington,95,5,97,47829,4
VM-35,76,125,92,80,5120,42,Illinois,Louisiana,66,34,85,45500,4
VM-31,86,64,150,101,4096,32,Vermont,Wisconsin,69,31,86,42119,4
VM-40,79,109,107,140,6144,33,Utah,Michigan,37,63,79,45442,4
VM-39,71,60,175,165,6144,31,Virginia,New Jersey,60,40,75,41620,4
VM-39,54,109,144,130,5120,45,Iowa,New Hampshire,34,66,99,44338,4
VM-40,105,54,154,133,4096,32,Nevada,Idaho,67,33,79,48664,4
VM-40,50,85,160,103,4096,41,Maine,Minnesota,51,49,92,49720,4
VM-40,61,115,147,95,4096,36,New Mexico,South Carolina,99,1,79,45314,4
VM-40,98,61,142,120,4096,35,Missouri,Tennessee,63,37,91,40424,4
VM-36,112,110,116,79,6144,32,Idaho,Texas,47,53,91,41903,4
VM-36,93,78,85,144,4096,35,New Mexico,Arkansas,27,73,95,41847,4
VM-35,111,121,123,103,4096,45,Mississippi,Kentucky,24,76,85,41828,4
VM-37,84,71,76,131,6144,39,Mississippi,Utah,86,14,85,43496,4
VM-39,92,72,149,130,4096,43,Vermont,Ohio,51,49,80,48100,4
VM-36,114,101,167,104,6144,31,Nevada,Connecticut,56,44,85,46295,4
VM-33,51,87,136,94,5120,41,Wyoming,Montana,26,74,84,42586,4
VM-32,115,52,97,131,6144,42,Iowa,New Hampshire,14,86,98,43373,4
VM-34,76,65,93,112,6144,35,Alabama,North Dakota,47,53,71,45773,4
VM-33,114,67,147,107,5120,40,Massachusetts,Idaho,74,26,100,44735,4
VM-37,91,65,164,142,5120,36,West Virginia,Georgia,22,78,98,40916,4
VM-40,104,75,159,123,5120,41,Mississippi,Missouri,91,9,96,45446,4
VM-31,77,74,155,134,5120,43,Idaho,Hawaii,2,98,81,48510,4
VM-31,83,83,104,109,4096,45,New Hampshire,Tennessee,84,16,73,46563,4
VM-32,103,108,96,97,4096,36,Idaho,Oregon,32,68,83,44865,4
VM-35,74,104,112,112,6144,44,South Carolina,Virginia,26,74,88,47793,4
VM-31,50,65,171,90,4096,41,Indiana,Illinois,25,75,77,43104,4
VM-31,75,124,94,137,6144,45,Alaska,North Dakota,69,31,99,48888,4
VM-39,123,86,85,78,5120,44,Wyoming,Connecticut,67,33,97,47147,4
VM-37,107,108,129,114,6144,39,Georgia,Minnesota,48,52,89,46489,4
VM-33,101,63,78,75,5120,35,Massachusetts,Massachusetts,26,74,73,49094,4
VM-32,66,63,105,153,5120,38,Minnesota,Delaware,57,43,71,45134,4
VM-35,55,120,162,153,5120,41,South Dakota,Pennsylvania,49,51,98,48221,4
VM-40,82,55,112,96,4096,45,Wyoming,Pennsylvania,91,9,89,47439,4
VM-37,89,72,80,131,4096,42,Alaska,Alabama,16,84,73,48904,4
VM-31,93,76,148,84,5120,39,North Carolina,Missouri,18,82,86,42148,4
VM-40,109,81,160,107,5120,35,Georgia,Oklahoma,34,66,93,43227,4
VM-38,66,56,173,156,4096,43,New Mexico,Nebraska,89,11,88,47320,4
VM-31,64,63,173,134,4096,35,Wisconsin,Connecticut,23,77,87,41732,4
VM-35,79,85,169,124,5120,44,Nebraska,Alabama,99,1,95,43696,4
VM-32,111,91,111,126,6144,33,Nevada,Ohio,4,96,86,42306,4
VM-36,115,55,106,144,4096,33,Michigan,Oregon,14,86,87,48056,4
VM-36,100,85,110,91,6144,41,Hawaii,Oregon,21,79,79,45308,4
VM-34,97,73,90,165,4096,42,Idaho,New Mexico,15,85,98,49044,4
VM-31,54,64,144,134,4096,42,Delaware,Nevada,36,64,79,44503,4
VM-31,74,66,100,117,6144,41,Alaska,Nevada,67,33,99,49782,4
VM-37,124,81,156,93,6144,32,Kentucky,Ohio,61,39,73,40451,4
VM-32,91,57,164,86,4096,33,New Mexico,Maine,4,96,70,44333,4
VM-39,79,66,124,113,4096,30,New York,California,18,82,75,46489,4
VM-34,102,102,89,76,4096,32,New Hampshire,Georgia,81,19,78,40176,4
VM-34,62,90,158,155,4096,35,Maryland,Virginia,82,18,77,48540,4
VM-40,70,56,113,143,5120,38,Arizona,Rhode Island,27,73,91,40812,4
VM-34,123,102,96,80,6144,35,Oregon,Hawaii,92,8,82,41578,4
VM-34,62,106,115,168,6144,38,Texas,Louisiana,50,50,93,48958,4
VM-38,60,55,91,166,4096,32,Maine,Hawaii,8,92,80,43999,4
VM-38,95,100,75,146,5120,43,Maryland,Pennsylvania,80,20,77,48870,4
VM-36,109,76,116,113,4096,40,Indiana,Washington,24,76,83,44572,4
VM-32,79,91,109,138,6144,33,Delaware,Vermont,72,28,91,47856,4
VM-34,120,50,127,137,6144,36,Florida,Iowa,24,76,92,48144,4
VM-37,81,75,144,131,4096,39,Iowa,North Carolina,97,3,85,41385,4
VM-35,101,89,104,95,6144,37,South Dakota,West Virginia,75,25,98,41374,4
VM-35,106,99,166,92,5120,35,Nebraska,Virginia,24,76,86,49398,4
VM-37,84,83,86,88,6144,38,New Jersey,Missouri,56,44,76,45678,4
VM-36,88,103,133,97,4096,38,South Carolina,Nevada,99,1,86,42628,4
VM-36,123,83,101,143,6144,37,Arkansas,Virginia,76,24,99,44009,4
VM-34,72,73,105,165,6144,45,Nevada,Illinois,60,40,75,46491,4
VM-31,84,115,97,173,6144,41,Louisiana,California,79,21,99,46842,4
VM-36,108,63,87,135,6144,30,Illinois,New Mexico,73,27,79,41905,4
VM-33,62,70,124,100,4096,42,Alabama,Maryland,24,76,99,46504,4
VM-39,51,59,128,93,5120,37,Alaska,Florida,26,74,86,45825,4
VM-40,82,94,125,147,5120,43,Vermont,Minnesota,93,7,90,43203,4
VM-31,114,118,140,89,6144,41,Hawaii,West Virginia,40,60,98,48071,4
VM-40,101,52,96,155,6144,40,Alabama,Iowa,77,23,94,43088,4
VM-34,104,82,94,161,6144,31,Illinois,Colorado,82,18,87,42929,4
VM-32,122,99,133,161,4096,35,Hawaii,Utah,71,29,83,41153,4
VM-39,108,117,174,81,6144,43,Missouri,Texas,40,60,89,42243,4
VM-32,61,118,84,103,5120,45,Texas,Florida,28,72,79,49147,4
VM-33,68,71,102,117,4096,33,Massachusetts,Montana,45,55,96,45815,4
VM-35,120,80,108,174,4096,43,New York,North Carolina,45,55,80,43114,4
VM-32,79,84,129,115,6144,31,Kentucky,Pennsylvania,96,4,85,44515,4
VM-37,124,83,104,150,4096,36,Arizona,California,35,65,79,48748,4
VM-39,73,67,138,99,6144,44,Nevada,Tennessee,80,20,77,45205,4
VM-35,52,56,89,154,6144,38,Missouri,Michigan,48,52,90,40005,4
VM-39,119,90,158,92,4096,31,Louisiana,Ohio,62,38,87,43594,4
VM-39,61,62,82,164,4096,30,South Carolina,Georgia,48,52,94,42916,4
VM-35,53,111,90,77,5120,42,Utah,Minnesota,2,98,88,43505,4
VM-40,102,60,95,136,4096,43,Arizona,California,18,82,96,42090,4
VM-32,53,103,75,134,6144,36,North Carolina,New Mexico,30,70,86,45201,4
VM-31,92,72,86,120,6144,30,West Virginia,Georgia,89,11,90,44488,4
VM-32,67,74,130,115,4096,31,Pennsylvania,Alaska,63,37,96,48302,4
VM-32,73,71,137,92,6144,40,Iowa,Connecticut,98,2,83,42320,4
VM-39,106,124,166,108,4096,33,Nebraska,Missouri,72,28,95,45800,4
VM-40,65,61,144,155,4096,36,Colorado,Connecticut,42,58,80,41950,4
VM-34,106,90,94,84,4096,42,New York,Montana,51,49,87,46807,4
VM-40,55,103,169,104,6144,45,South Carolina,Oregon,5,95,94,49859,4
VM-38,93,83,173,88,5120,32,Colorado,Wyoming,65,35,70,45025,4
VM-32,101,96,166,127,5120,36,Alabama,Massachusetts,55,45,75,43197,4
VM-33,87,83,112,94,5120,42,Nevada,South Dakota,95,5,94,41942,4
VM-34,119,102,93,144,4096,36,Wyoming,Idaho,28,72,82,47445,4
VM-31,88,85,137,106,4096,40,Connecticut,Missouri,29,71,73,43802,4
VM-40,73,122,163,104,5120,36,Louisiana,South Dakota,71,29,86,45883,4
VM-31,82,117,165,168,6144,42,New York,Ohio,3,97,92,49563,4
VM-40,53,58,79,161,5120,36,Texas,Oklahoma,1,99,80,47033,4
VM-39,101,105,124,151,5120,43,Alaska,South Dakota,96,4,89,47432,4
VM-32,107,106,171,147,4096,37,New Mexico,Idaho,73,27,81,43987,4
VM-34,82,111,94,106,4096,39,Connecticut,Texas,69,31,85,44668,4
VM-39,61,109,163,149,6144,30,Ohio,South Dakota,81,19,97,40600,4
VM-39,97,85,134,129,6144,34,North Carolina,Connecticut,44,56,94,41167,4
VM-36,94,119,148,154,5120,35,Colorado,New Jersey,14,86,96,41172,4
VM-34,87,95,127,81,5120,33,Florida,New Mexico,17,83,88,49781,4
VM-33,120,56,99,75,6144,42,Michigan,Oklahoma,52,48,84,43244,4
VM-33,104,79,82,112,5120,43,Arkansas,New York,1,99,72,47010,4
VM-38,124,110,131,162,5120,42,Massachusetts,Iowa,46,54,89,44268,4
VM-33,55,87,145,84,5120,45,Delaware,Wisconsin,24,76,87,43150,4
VM-39,77,101,147,89,5120,42,Tennessee,Oregon,49,51,80,46281,4
VM-35,105,66,157,141,4096,43,Ohio,Illinois,84,16,95,46708,4
VM-37,53,97,84,162,4096,30,Massachusetts,Oklahoma,20,80,70,49196,4
VM-36,110,105,169,107,5120,43,New Jersey,South Carolina,16,84,76,46201,4
VM-34,91,125,116,167,6144,33,Colorado,Vermont,75,25,78,42551,4
VM-36,97,64,84,83,5120,45,California,Delaware,17,83,96,49945,4
VM-35,78,107,146,91,6144,45,Alaska,Maryland,40,60,91,43373,4
VM-36,65,77,148,110,5120,36,North Dakota,Iowa,52,48,88,44451,4
VM-33,83,60,111,80,6144,40,Arkansas,Alaska,70,30,73,41811,4
VM-40,62,105,136,174,5120,35,North Carolina,Georgia,17,83,72,41515,4
VM-38,89,101,111,104,6144,32,North Dakota,Oregon,36,64,75,40779,4
VM-40,85,125,167,166,4096,30,Texas,Texas,72,28,84,43930,4
VM-37,60,107,102,170,5120,30,Michigan,Maryland,98,2,81,42691,4
VM-37,124,112,94,131,5120,36,Iowa,Arkansas,42,58,83,43191,4
VM-37,70,96,125,142,5120,37,Utah,California,51,49,76,49849,4
VM-39,65,92,120,144,5120,34,Michigan,Massachusetts,71,29,93,43016,4
VM-33,83,73,153,107,4096,40,Utah,Connecticut,67,33,94,47809,4
VM-31,115,95,147,108,4096,38,Kansas,Utah,86,14,85,40900,4
VM-38,76,96,140,145,4096,45,Virginia,Virginia,62,38,81,45258,4
VM-38,121,89,124,111,5120,31,Pennsylvania,Wisconsin,2,98,82,42353,4
VM-36,84,52,142,76,6144,45,Hawaii,Pennsylvania,54,46,94,49179,4
VM-38,72,119,119,132,6144,32,Tennessee,Mississippi,23,77,98,43478,4
VM-40,64,110,114,78,4096,40,Wisconsin,Massachusetts,33,67,81,43232,4
VM-33,77,53,98,169,5120,37,Virginia,North Carolina,72,28,87,45539,4
VM-33,50,98,96,154,4096,32,Delaware,Montana,73,27,87,44938,4
VM-39,65,77,150,116,6144,41,Nevada,Texas,9,91,88,40061,4
VM-33,59,120,88,135,5120,30,Montana,Maine,9,91,97,43352,4
VM-36,70,106,95,166,5120,30,Tennessee,Ohio,40,60,82,44345,4
VM-35,74,112,97,87,5120,34,Pennsylvania,Kentucky,97,3,95,45059,4
VM-40,87,101,145,174,4096,42,Oregon,Delaware,87,13,79,43989,4
VM-33,104,58,154,96,4096,30,Minnesota,Michigan,80,20,100,46830,4
VM-32,91,102,174,151,4096,33,Washington,Nevada,28,72,91,41767,4
VM-36,118,73,98,167,6144,33,Mississippi,South Dakota,95,5,94,45754,4
VM-40,67,76,94,115,5120,43,Wisconsin,Louisiana,41,59,98,40038,4
VM-40,77,93,106,111,5120,40,Arkansas,California,26,74,90,47976,4
VM-35,67,102,143,149,6144,31,North Carolina,Iowa,1,99,91,40049,4
VM-38,84,66,105,128,4096,43,Georgia,New Mexico,64,36,94,47363,4
VM-39,87,94,108,80,4096,44,Wyoming,Michigan,12,88,99,48843,4
VM-32,62,79,84,119,4096,30,Pennsylvania,Colorado,24,76,78,42515,4
VM-34,100,90,80,134,4096,37,Massachusetts,Wyoming,7,93,70,45121,4
VM-34,122,68,170,156,6144,38,Maine,South Dakota,45,55,70,41403,4
VM-37,55,76,109,86,4096,31,New Mexico,Virginia,85,15,90,41216,4
VM-40,85,112,107,148,5120,32,Texas,Arkansas,61,39,89,40910,4
VM-33,74,93,117,102,6144,42,Rhode Island,Missouri,32,68,71,44367,4
VM-33,52,109,108,171,4096,35,Louisiana,Oregon,77,23,85,40478,4
VM-32,98,93,102,117,4096,42,South Dakota,Rhode Island,83,17,90,49921,4
VM-35,95,77,86,129,5120,36,North Dakota,Illinois,45,55,98,44371,4
VM-36,123,96,150,123,6144,41,Missouri,Louisiana,31,69,98,41622,4
VM-35,65,65,142,157,4096,33,Wisconsin,Maine,67,33,81,46165,4
VM-31,83,101,165,124,6144,37,New Hampshire,Texas,4,96,86,49634,4
VM-38,124,103,94,92,4096,36,New Hampshire,New Hampshire,38,62,90,48385,4
VM-39,83,102,140,156,6144,45,California,Indiana,35,65,81,43499,4
VM-33,111,112,146,101,6144,41,New Hampshire,Connecticut,81,19,77,42995,4
VM-38,61,56,86,89,5120,32,Ohio,Arkansas,91,9,90,44409,4
VM-31,66,99,97,76,6144,36,Minnesota,New Jersey,88,12,80,47028,4
VM-36,62,82,142,128,4096,37,Georgia,New York,23,77,79,43741,4
VM-33,80,96,121,155,6144,44,Michigan,Iowa,99,1,90,42624,4
VM-37,77,55,162,124,5120,30,Wyoming,Connecticut,16,84,86,49055,4
VM-34,101,55,96,79,4096,37,Alabama,Alabama,21,79,81,44474,4
VM-37,57,105,157,153,4096,35,Rhode Island,South Dakota,2,98,91,45391,4
VM-32,110,103,88,103,4096,38,New Jersey,Iowa,66,34,74,42200,4
VM-39,64,93,148,78,5120,43,North Dakota,Arkansas,90,10,79,46136,4
VM-33,73,120,151,153,5120,38,Oklahoma,Nevada,57,43,72,42182,4
VM-36,73,104,85,150,4096,31,New Hampshire,Virginia,56,44,78,41109,4
VM-33,87,69,87,118,6144,36,Kentucky,Mississippi,5,95,76,48943,4
VM-37,93,88,88,166,4096,45,Colorado,Louisiana,95,5,81,47660,4
VM-40,104,83,146,158,6144,45,Arkansas,California,83,17,100,44198,4
VM-32,86,86,76,80,4096,37,West Virginia,Maryland,4,96,94,43854,4
VM-40,97,105,96,117,4096,37,Utah,Wisconsin,17,83,83,41374,4
VM-33,80,85,119,84,4096,32,California,Arkansas,38,62,80,41259,4
VM-38,84,122,94,172,4096,32,Alaska,Rhode Island,15,85,78,47237,4
VM-31,92,97,81,94,6144,38,Hawaii,West Virginia,45,55,77,44405,4
VM-40,65,93,88,83,6144,30,Idaho,Florida,51,49,99,45313,4
VM-36,63,56,106,122,5120,36,Louisiana,Delaware,82,18,94,42902,4
VM-32,50,89,126,163,4096,39,Kansas,North Dakota,28,72,79,42899,4
VM-34,72,122,114,129,6144,30,Pennsylvania,West Virginia,12,88,82,40099,4
VM-34,57,53,163,88,5120,43,Arkansas,New Mexico,64,36,82,42165,4
VM-31,54,64,136,91,5120,33,Maine,Delaware,85,15,91,46886,4
VM-34,100,108,175,145,6144,42,Illinois,Arizona,81,19,79,42192,4
VM-38,69,123,127,118,4096,33,South Dakota,California,41,59,83,40989,4
VM-34,51,76,129,154,6144,30,New Jersey,Utah,24,76,92,41548,4
VM-33,107,104,169,108,5120,45,Nebraska,South Carolina,77,23,90,44586,4
VM-40,118,67,77,171,6144,45,New York,Maryland,46,54,93,40031,4
VM-40,50,89,123,113,6144,40,California,Mississippi,39,61,99,48715,4
VM-39,78,119,160,149,4096,41,Massachusetts,Arkansas,42,58,93,47859,4
VM-37,82,115,134,155,4096,33,Texas,Indiana,21,79,79,40771,4
VM-37,93,107,145,136,4096,30,Delaware,Ohio,81,19,97,40906,4
VM-38,114,122,80,92,4096,36,Connecticut,Massachusetts,45,55,86,46708,4
VM-37,56,50,156,171,5120,31,Rhode Island,New York,34,66,83,45634,4
VM-37,59,97,94,151,5120,40,Wisconsin,Kansas,5,95,84,49259,4
VM-38,65,105,90,143,4096,38,Utah,South Carolina,11,89,72,46644,4
VM-39,65,119,129,119,6144,31,Tennessee,Wyoming,70,30,90,44803,4
VM-37,56,63,163,163,5120,42,Idaho,New Hampshire,68,32,74,40634,4
VM-34,120,101,136,78,5120,32,Connecticut,South Dakota,97,3,95,47816,4
VM-39,65,92,115,115,4096,42,Iowa,Kentucky,97,3,93,46380,4
VM-36,102,81,142,139,4096,45,Vermont,Maryland,16,84,98,48320,4
VM-33,67,58,139,142,6144,36,Wyoming,Idaho,5,95,94,43293,4
VM-31,95,88,110,158,6144,37,Michigan,Kansas,70,30,73,40998,4
VM-38,125,110,124,77,5120,30,Rhode Island,California,44,56,97,40209,4
VM-38,89,124,90,99,5120,41,South Dakota,Colorado,78,22,77,45040,4
VM-39,107,80,162,77,4096,38,Delaware,North Carolina,33,67,99,45476,4
VM-32,81,64,98,136,6144,45,Delaware,Massachusetts,60,40,76,46663,4
VM-39,90,110,164,95,6144,37,New Hampshire,Pennsylvania,46,54,75,41536,4
VM-32,52,68,159,138,4096,31,Wyoming,Washington,17,83,81,47791,4
VM-36,66,63,104,108,5120,41,Nevada,Iowa,95,5,76,41516,4
VM-31,80,98,163,174,4096,45,Mississippi,Connecticut,97,3,74,45396,4
VM-36,63,117,114,78,5120,30,California,Virginia,69,31,85,45200,4
VM-39,81,115,151,153,4096,31,Iowa,Arkansas,27,73,75,49166,4
VM-39,121,99,171,99,4096,44,Mississippi,Pennsylvania,5,95,97,40009,4
VM-36,70,104,132,129,6144,35,California,Montana,27,73,78,48956,4
VM-39,94,89,124,146,5120,42,Washington,Idaho,64,36,95,49548,4
VM-32,113,94,174,174,4096,38,Maryland,Nevada,81,19,86,46190,4
VM-35,109,112,140,101,4096,30,Maryland,Oklahoma,82,18,70,40357,4
VM-32,105,78,110,113,6144,44,Illinois,West Virginia,52,48,99,43856,4
VM-36,65,93,116,174,4096,42,Montana,Colorado,25,75,91,42581,4
VM-32,50,121,167,100,4096,40,Maryland,New York,47,53,73,45157,4
VM-39,116,100,143,91,6144,39,Pennsylvania,South Carolina,45,55,89,40613,4
VM-37,87,113,134,84,4096,36,Tennessee,Missouri,53,47,85,40038,4
VM-40,106,105,100,166,6144,40,South Dakota,Tennessee,47,53,96,40437,4
VM-34,76,89,105,173,6144,35,Ohio,New Mexico,56,44,93,43386,4
